sample_id,relative_path,split,label,subject_id,session_id,clip_id,device_id,attack_type,attack_instrument_id,capture_time,sha256,dhash,height,width,bytes,brightness,contrast,blur,exact_component_id,near_component_id,status,reason_code
b94e660360227c94d474,test/images/17743469226466327.jpg,test,0,,,,,,,,e8985dfe6ba59520977e82e9511ed24450dfa279c086728f9477847e8125ebab,0e2361b21a3080e3,147,130,7447,170.425641,52.028498,65.809771,exact-8e612bd1f5d1,near-201a7f5a6474,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
c5a537563ff60e88f27d,test/images/17743469227730727.jpg,test,0,,,,,,,,e9374ae38d7dc8fc24b44011d8d0168ff2a5c136da73d3dce14a2e0d4083edc8,0f2361929ab0c1e3,148,132,7624,168.516380,53.734026,81.824936,exact-043066daf210,near-201a7f5a6474,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
85ecc665dd1f6bf2db6e,test/images/1774346923813728.jpg,test,0,,,,,,,,d705c9789a45e7d94000c58a980dfd3180fe23c8b3306121490311885ca5a021,3c0c229693c77028,141,126,7595,179.328155,65.346800,299.082113,exact-620c9c332101,near-1f607de851a4,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
b1fa4ebc6311d71d5327,test/images/17743469249569337.jpg,test,0,,,,,,,,c93273e86a61931575a0ec5cae9c0ef00da9333119b27fdc8dbf3173d2bd7b70,8686a283928684e1,136,121,6572,154.382839,63.680465,90.071842,exact-1d0ebea552eb,near-1d0ebea552eb,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
b23159e183df0838e82f,test/images/17743469249941049.jpg,test,0,,,,,,,,4056f5256c66f5885e3a35c97e5e5a0430409b270b44dadc2b00a5c1675ac0cf,8683a381939286c0,132,117,6334,151.960502,62.482929,93.126922,exact-210e3b160c35,near-f42186085099,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
294e6541496ef7c276bd,test/images/17743469250704749.jpg,test,0,,,,,,,,6ef7f94e353cd7d3cf0127ef182b238acf87358d44b1e6d9f4de5b063addcba5,8381c9ca81c1c1c2,152,135,8072,142.928850,60.223270,88.930200,exact-0fecf9247f3d,near-0fecf9247f3d,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
37741f2d0e53010003bc,test/images/17743469253076267.jpg,test,0,,,,,,,,5ce48153a25cfd65e5eaa764376e518d3b21c3d5f5644345403c3f0ff036caf4,0321414111130306,151,134,7464,165.240140,58.877841,76.521649,exact-c75de23d89df,near-ea541ea6192c,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
3c97696ef3b8689201c2,test/images/17743469256887867.jpg,test,0,,,,,,,,6cc161cc7b15ce3c19dfcb0e075c90712078a5135280796b91bd3e48574f33d0,8383214981918382,153,136,7490,172.903691,55.084593,66.736236,exact-7ed8f0f3b707,near-940fb6e6cc11,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
f73146bb5afbd6a33a0a,test/images/17743469258681908.jpg,test,0,,,,,,,,55acb9e90a7ccc3da3eac306f7198631e1ba26a22b0aeb881e2d14d2b5fad16e,3458181e0623d191,259,231,19908,124.798576,66.486064,53.633911,exact-ff2ccb6ba423,near-ff2ccb6ba423,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
e49437115aa9d1e0903c,test/images/1774346925894827.jpg,test,0,,,,,,,,81e39d3f74688b7612a2daf446c68ac7f344a6978623eabcc6be6d76cdd0512c,0e0686a321899993,148,132,7489,132.060299,70.529352,91.150552,exact-a512db2741cd,near-9e4ee3adfa36,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
2434a8a942446fa2399a,test/images/17743469259745555.jpg,test,0,,,,,,,,fd251361293e7c9373a88d31706e7852df99bb218c1673693a8ecdbdf8328a8a,0607236149c99983,135,120,6416,144.848580,67.672738,100.249695,exact-9cc947ecd7f5,near-9cc947ecd7f5,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
bfca12fc24defc00c84e,test/images/1774346947463245.jpg,test,0,,,,,,,,86097d7c0058e7cb56472e57be7242fbfa9ed459309fa8b10640494a7f04ff44,f2604818348484f0,117,104,5258,180.031969,63.600723,125.742450,exact-2013fcd9fc93,near-dad8ad20e199,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
02dbb83225a55951d0bc,test/images/17743469496788492.jpg,test,0,,,,,,,,e08df650dabad69322636358ed8a27af85e02fa939c49a27be887c96f86bc8ba,f9604808341484e0,116,103,4837,188.059759,59.595301,75.875700,exact-3d3286f7cd19,near-dad8ad20e199,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
b6e060640d5d3b502a35,test/images/17743469502901962.jpg,test,0,,,,,,,,a06d81919ac1e48b07993f9edc0103937513a85cefac03e1a4c50c8e95828d20,f060881834340604,112,99,4456,198.367695,53.237205,84.151977,exact-3f9807cb9ae9,near-dad8ad20e199,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
51a423faaaea31986e69,test/images/17743469510654957.jpg,test,0,,,,,,,,6427ceeda5076ac54bd68a61156315a4e0a2ad0193798d8a3a508de7239818d9,f8604808341484e0,116,103,4946,188.473217,59.364737,84.013599,exact-bc52dd634277,near-dad8ad20e199,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
fdd88f7bfefaf3ac8e20,test/images/17743469660500343.jpg,test,0,,,,,,,,9a36ddf365b733f26d938693008639bc940ba3387a15e3443162930052fe8214,f0488834341404ac,147,130,7187,208.969440,58.323806,113.284525,exact-e0f05da93a0f,near-e0f05da93a0f,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
c9206e04fd3d9d814942,test/images/17743469669471035.jpg,test,0,,,,,,,,4c49db3e92a4799ddc08730c7009718de6384fcdb83f8e4621d96e750a89997b,79302c1098c470e1,156,139,7860,208.750415,54.575639,151.478353,exact-73d3f1ba0625,near-09e9c51d33bb,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
8cb1b24231524d9f0306,test/images/17743469670123343.jpg,test,0,,,,,,,,7c10aea4f7404245151f3a5903f299e228d17aad0ce5985a487c718ffa83de8c,7934049888c670e1,145,129,7211,204.295108,56.586390,151.214916,exact-80c3cd40fa35,near-09e9c51d33bb,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
627f1a579043a9eff364,test/images/17743469679666374.jpg,test,0,,,,,,,,1249f6e522ab0c4606a66ea79680a55065c0c741d25513c270c331d323d6cab9,7b302c1894c571e1,147,130,7348,207.184249,55.641078,158.044191,exact-f57e5cb1f453,near-f143ff9c9309,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
9520346fe6431cf72ca9,test/images/17743469683053477.jpg,test,0,,,,,,,,5ebd17ff9454f2a5fac0ea10fa6747718fcbf22694eaba7fd53426a0204b60ed,4b382c0c90c4c5f1,137,122,6872,199.619421,59.862597,182.317159,exact-734d0759cdb4,near-734d0759cdb4,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
ec89f761506f6eab639b,test/images/17743469694100857.jpg,test,0,,,,,,,,650cbdc9528d7b19428a1f952a198838caaeb707e86b7fa4f999b79304aaa67e,6b7a1008d1c5f1e3,156,139,8854,193.126545,67.207344,224.069122,exact-284de502c984,near-284de502c984,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
1da0f35ae5e8a81ebb15,test/images/17743469697435405.jpg,test,0,,,,,,,,95aa602bbe1f1465c8ec23370dfd42f47660d39c1854e2776e8b99ffab8b6f47,7b300890cde1f1a7,143,127,6801,204.039425,59.963400,212.163799,exact-68519a9eca55,near-baa9275071e8,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
78b686dc01a0f748717c,test/images/17743469718254008.jpg,test,0,,,,,,,,1ba42ab89112682d992dbb4b338383d40601961c7cb994ef11005a4509271888,47722909938be3cf,136,121,6773,198.353853,62.219673,179.444064,exact-4a8596a7790b,near-4a8596a7790b,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
10692cf48be0d6026316,test/images/17743469723524308.jpg,test,0,,,,,,,,f1607606edd9abc5f8a3caf3e4f693a9843e0041ef52a5913fe978c6a092010c,79644c0d341486e4,133,118,6295,201.442526,62.075760,112.881786,exact-d9950ce1b981,near-dad8ad20e199,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
f6df8dc02a413cd66862,test/images/17743469723809018.jpg,test,0,,,,,,,,f1607606edd9abc5f8a3caf3e4f693a9843e0041ef52a5913fe978c6a092010c,79644c0d341486e4,133,118,6295,201.442526,62.075760,112.881786,exact-d9950ce1b981,near-dad8ad20e199,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
ce7a9c289d99bcc2964a,test/images/17743469728506458.jpg,test,0,,,,,,,,e050172c3d2fc11757c3e3a98ab17f22573fbf5948a630296f38dc2334ecf83a,f870440c321a8282,141,126,6846,200.554993,59.505878,116.909692,exact-cba28b89eb85,near-dad8ad20e199,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
93026bd8718f50831229,test/images/17743469731517107.jpg,test,0,,,,,,,,75f0787dc5886226e49b53af1e4b2d104e56c7c8ab2d9df85485249b55832a1f,706c8c3434348604,139,123,6710,196.841902,62.468247,126.092919,exact-8cd251027157,near-8cd251027157,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
edb584320c09c942c4db,test/images/1774346973187132.jpg,test,0,,,,,,,,b825189efe688adbaa707cb87451396573829c55d4d0b0d0170bbccd26a773bc,704ccc1432128686,135,120,6347,194.400617,62.049700,131.706911,exact-cff3de718843,near-dad8ad20e199,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
eda1f28cfe6e3d29e32d,test/images/1774346973364556.jpg,test,0,,,,,,,,1cbc2337d3c0d5b87852d634344db60c23be22e8ade3d2aeeab5056b325f62b4,f834440c1a1a8282,128,114,6155,189.170436,64.174848,147.634688,exact-3068430da9e4,near-dad8ad20e199,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
c15f1a92c64cf3fb38d6,test/images/17743469737599516.jpg,test,0,,,,,,,,d44dad808f23e9f2f7ddf6f7b19d239b01c23649533278283a380766da336dda,2739180449c5e1e3,148,132,7933,184.558456,65.874718,98.371944,exact-7b69759630f8,near-1f2a1a8a89ad,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
b633f08f7f6702f7999d,test/images/1774346979677519.jpg,test,0,,,,,,,,56141e59e219d423914432d8f2b1b07f0a210db24f1b880872478b3043c9e807,fa60081834158de1,139,123,6360,213.207112,51.902540,109.303492,exact-580811fa9526,near-580811fa9526,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
e414b1682c28e713b8d0,test/images/17743469798976786.jpg,test,0,,,,,,,,3fb0268ea62bb2d85b1ad3009db2aec53a57652928bccd545daf80f635e1dce8,f2489828202909d1,129,115,5362,216.735558,51.266464,92.951293,exact-bfa7634640c5,near-bfa7634640c5,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
d1fd35755b617aa3d1d4,test/images/17743469976598635.jpg,test,0,,,,,,,,1aa93b5dd274ee6a85dfa2cff806405557b2b6bbad38e23c98078964bad6df6b,61e36323090d83ce,261,232,19137,179.563070,57.063703,199.279963,exact-b8aed072d294,near-cfad0a67c103,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
af90cafa05dc4a5c10d8,test/images/17743469984989564.jpg,test,0,,,,,,,,d51a8a1930caa313041b510696d57540bd98657572b508dfe84b4c17fc9dbbed,f2f167232d0583c6,217,193,15163,126.733459,57.176533,145.312727,exact-52f11620e397,near-1f864a29eafe,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
2fa51afc07baf0b48c1c,test/images/1774346999005141.jpg,test,0,,,,,,,,c2a7c35f8b1d598321310511dbdf69fcb7c38383f9eb54d53d8e6f1dbc3a6273,f2f17327050d0386,191,170,12432,144.337881,53.094777,233.666878,exact-61a229bae1e9,near-1f864a29eafe,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
78547e42e0e9960112b3,test/images/17743469991399603.jpg,test,0,,,,,,,,29d5089db6b72f343e4c27637cf50b39b8c36d63dc13f8d0b091159101b80ea1,f2f1632309098386,189,168,12594,142.701373,55.945662,292.428595,exact-2811745d7b8d,near-1f864a29eafe,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
514bc4ac9e7cc44cc2fe,test/images/17743469994777782.jpg,test,0,,,,,,,,366c06bef453639f0d4d0362ab924ec5ba91acdf89fd2898452f0cf83da21eaa,e2f16323490d0386,159,141,9407,150.485436,52.477845,281.427774,exact-38b2d03f3256,near-1f864a29eafe,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
8b57c5326614c07b9aca,test/images/1774347000466951.jpg,test,0,,,,,,,,62a9c80be3074e1b7172baec86782cc55a994ceea0eef1d961ab5597a83b26d1,f1715317050d8386,122,109,6220,147.349677,57.255184,227.213836,exact-d6061bbee6cf,near-1f864a29eafe,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
2a6a499a3d718c3375ca,test/images/17743470008127794.jpg,test,0,,,,,,,,b5bd8b75e6573200ac52255346b1723eed6fefb154442a1a86e06d56a01585fd,f9f07911040481c3,121,108,5847,157.973064,55.995213,175.953697,exact-7045d16ae7f0,near-7045d16ae7f0,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
5e9a336798d908749882,test/images/1774347001461045.jpg,test,0,,,,,,,,17b5550929ac0ee35f945ec7cedf854f16fdafc2c10abd28cd67c4f44b4194d4,e1c3e22727070386,132,117,6257,157.667444,51.853761,117.990839,exact-2397346b4582,near-2397346b4582,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
6cdc7c8a70676b7f43ad,test/images/17743470018852262.jpg,test,0,,,,,,,,cdbf4401e1933a4a42742b9f77dd3a36c488a25abf10c8c0e4e892c8e69044a8,e1dbca0b13038182,136,121,6423,141.361509,52.017840,121.021992,exact-a8df22703036,near-602f4af33f5c,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
65e5bc0e74e1a847673e,test/images/17743470019131634.jpg,test,0,,,,,,,,5ebdb01f53dce700fef2dd9965f46534628452f915b9baeb30c04b2743abe4ea,e1dbca0b13038182,136,121,6330,140.159759,51.299589,120.102043,exact-eb3be230bbd2,near-602f4af33f5c,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
ace1406ad0226c5d9411,test/images/177434700236953.jpg,test,0,,,,,,,,25a7e8236ec163c474e521a894107d2bca3121272a2364c5f6e49122c0f96d34,c3c90b0b33010186,133,118,6447,182.027208,43.998347,109.367832,exact-684fe39f0375,near-684fe39f0375,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
46293a9678f65f0100c2,test/images/17743470047732744.jpg,test,0,,,,,,,,bdb3f3205bad61c165e9d91c0be7be66a68a5fbf4b9886abc7c7f72e84f0cb45,e0d98b0bb3130903,225,200,11810,226.530556,40.465926,59.456274,exact-03ee4adbc2d1,near-03ee4adbc2d1,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
2c8c2e962a5248d661be,test/images/17743470050878577.jpg,test,0,,,,,,,,e941b33801173e2c816e15e7bd41a032dc845a9492e0a619df1b6202ef23d06c,e0f3632325058b8e,233,207,13033,223.010595,42.092897,67.179281,exact-867f52bc9662,near-867f52bc9662,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
efaca5887d68d8d04252,test/images/17743470051989117.jpg,test,0,,,,,,,,4e4cb492bc286391d23dac18bace6fb9fa33446315954ce872678c279538c828,60f363230d05818e,228,202,12868,229.068200,38.402395,77.178667,exact-04b23e301a09,near-04b23e301a09,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
7fd7cfaf4f2eb7ab834b,test/images/17743470053619142.jpg,test,0,,,,,,,,2ccc0e71e62ecc0b4ec94642e00bb8b32d195e5d89153951f339ebdb2f38ed92,60636329490d038e,211,188,10642,233.172759,32.956760,67.911831,exact-a2b5a7b1f555,near-1f864a29eafe,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
b6598b044cdf19c3bf83,test/images/17743470057885516.jpg,test,0,,,,,,,,1e9ea59cd5257f7b9deee5c5a2466e61d99331e5e5b6fd32f36832d695a951bf,e26323214d050b86,198,176,8733,234.825270,31.527485,54.187867,exact-d948b6bc2a79,near-d948b6bc2a79,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
60b6ada5626914ff6bc8,test/images/1774347011477618.jpg,test,0,,,,,,,,ac210eb6b77dbe7149aeb12dea7346c6778d5f9c23b2390098371da984d53705,79676c6e6e1e5c18,148,132,7901,142.482699,64.842381,182.143289,exact-5a39cadd1b00,near-5a39cadd1b00,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
b59eabf420202741e3e7,test/images/1774347028767595.jpg,test,0,,,,,,,,770ab1a157254dd23dbf3ec4b79c745d0691529dae6971afe7cf8612bf2f08c3,1f3787911806870e,276,246,19079,184.893411,66.721759,44.673043,exact-a493571e0288,near-a493571e0288,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
5685728913a3f7ffd328,test/images/17743470291434221.jpg,test,0,,,,,,,,845d3145657d4a776fc8296af3acaf8273432efe262efc18e8a3b79f1d8f850d,33658f03130d068f,228,202,14009,187.925938,63.689073,60.992190,exact-dd7e7c4e363b,near-dd7e7c4e363b,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
ee9bb00bd9a7f3afd388,test/images/1774347038706524.jpg,test,0,,,,,,,,46710aac0272739fb298832604ee57fec4d6e2fcc4b7fc390f8c116276849a60,f339797935263e59,157,140,9148,171.547270,59.538664,115.804816,exact-c17edaae86e4,near-c17edaae86e4,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
17141628b1276b7889fa,test/images/17743470387401757.jpg,test,0,,,,,,,,5902c0af25717ce9d4446f02ee0ddbdc0270fd3a49ba6d5b3cae707a934dca81,f37179796d6c3c5a,157,140,9229,170.632302,59.957448,121.321191,exact-4621c1d55fa4,near-4621c1d55fa4,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
4b7e52268412901b8fdf,test/images/1774347039758524.jpg,test,0,,,,,,,,01c10b9275191cba739787ede30ff82dcd5fcd1b308819259de07768b42ce7ac,792b7b33a26cb8fd,157,140,9252,176.777707,55.083569,163.226444,exact-fc56dbc6d465,near-fc56dbc6d465,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
dd65df82026417f08b80,test/images/1774347040202249.jpg,test,0,,,,,,,,a728b10aa37dcbfc875df375664fbe7d1fb8837c8dcd07453617bdf15354e18c,f9313919b48cd6ed,159,141,8699,168.720728,49.016522,78.524051,exact-f8809aff4d69,near-f8809aff4d69,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
ec7e1aaec7951d4d45c9,test/images/17743470403093636.jpg,test,0,,,,,,,,d3bf61e30cc77d61a8d37793cfb2513c894356e67dd06bfceb4ea609e21fe27e,58b539199576dced,155,138,8296,176.255867,50.622477,67.047658,exact-5cf4e26bd3d8,near-5cf4e26bd3d8,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
e561310d415cd8b1649a,test/images/17743470775780535.jpg,test,0,,,,,,,,09fe5d2ab149297ae613e5bcfed5f0780ef562a75be690633d11a63345dbb658,8e5e34361e1c1d19,133,118,7352,154.439722,86.526348,295.785176,exact-968076be2e38,near-968076be2e38,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
b9e645cf52ed04edece9,test/images/1774347078039702.jpg,test,0,,,,,,,,4d590c24a2c5215d1a73292169e50afd357d9316340a7b7758318cf8404b6050,cf9f1a1b4b1f1e1e,139,123,6924,154.448734,83.210667,134.279067,exact-8df66f64b574,near-054758cb40f9,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
00fcac8a51ec7531d083,test/images/1774347078069443.jpg,test,0,,,,,,,,c78b1204f4eeafaf06568699996841f5d0246c1ce61d93941d64f1cbdeb8592e,4f9b1b1b4b0f1e8e,137,122,6946,152.750090,82.603037,138.830181,exact-83f814f7a92e,near-054758cb40f9,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
783bdc7261ecf6eb6182,test/images/17743470782526965.jpg,test,0,,,,,,,,c78ac96eb7619eb74ec5d0e449012141bd80db5bbdfd4180bb077ef8c132472c,4f9a1b1b4b1e1e8c,140,124,7196,148.505127,84.483524,154.656168,exact-936b659017b3,near-054758cb40f9,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
2280f728685c1c722135,test/images/17743470787425873.jpg,test,0,,,,,,,,468d39e56b7c53f0ea6e8ff760ace664ecbcf5ede6505373191dff293aa60fa4,4f9b3a1b4f1f1e8e,116,103,5716,164.151490,78.454399,207.554139,exact-093434a3ee9e,near-054758cb40f9,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
7caa8247a10baed7c1ec,test/images/1774347080621137.jpg,test,0,,,,,,,,6f2df7a422e817565cc8168690435bb896c8e8417e5666892a2b16d904ddc27b,9f3b3b1b5f1f1f1f,109,97,5173,158.459851,75.216633,325.515073,exact-fa2b7af0a811,near-054758cb40f9,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
5e9263c2f27a0f1cd363,test/images/17743470810211246.jpg,test,0,,,,,,,,cb0c6bee70f5b56a1af44a2eb39f96087bf6c4896ea5202d1e9afb8bdb6fa719,4799191b4f0f1f0f,114,102,5723,172.853629,69.844896,383.727218,exact-d48ff4b2f68a,near-054758cb40f9,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
c11626509eaf7fdff2a4,test/images/177434708105826.jpg,test,0,,,,,,,,a751ff75e43fcf00bd283a0d9cac70890505aaa766d29b554ac5a8c2b7c13bf3,4799191b4f0f1f0f,117,104,5886,170.653271,71.172550,408.809843,exact-802b906a1859,near-054758cb40f9,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
f7e91131d36403f00653,test/images/17743470820837636.jpg,test,0,,,,,,,,96aaad37fe662ebdb8c0ae235dbbef3548ead3f0667483589c6889fad42dec62,4f9b1b0b4d0f0f8f,122,109,5897,154.159498,80.093945,213.188017,exact-d86580a57f7b,near-054758cb40f9,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
c8f5286362203b7dba73,test/images/1774347082223818.jpg,test,0,,,,,,,,503c1e0246d3623e831326cabdf099efc3d6dfd4455ce0892b5149eabecdf15b,cf9b1b1b4d0f0f8f,124,110,5981,150.354399,80.412403,209.048498,exact-0f4121d0ef1d,near-054758cb40f9,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
26fa8dbf62cc722d7223,test/images/17743470827222016.jpg,test,0,,,,,,,,fb775d08423eed7f8c38cb3b5a73e8ccd59bef041a6e01379bdb424c9387960f,079d1d0d27070f8f,117,104,5074,160.970168,75.998475,164.964155,exact-16badfc6202c,near-56e12088f13f,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
e3c10bc8ce8ec28675a5,test/images/1774347082948834.jpg,test,0,,,,,,,,d91d9dbaed7756cea859d7fe4b065563f5b4475b4c6088346f1c17e43c329aa6,0e0f1f1717078746,129,115,6061,129.068284,81.585133,146.096327,exact-5966abd0cbfc,near-a6fb97589b5b,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
2e6caf2974870f3a09a3,test/images/17743470830555658.jpg,test,0,,,,,,,,7522923080e6581827730d2461c7d6cd00db7533e543144b85d874bfecaf4ccb,0e0f1f17371707c6,126,112,5612,133.074121,80.735073,160.219946,exact-314f04b30f62,near-a6fb97589b5b,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
6494895890f179a3ac1b,test/images/17743470831559122.jpg,test,0,,,,,,,,e204573fac39f7908dffb1e12fba42042ddc6b73d46b577cec777e6fbd06a9b4,478f1f3716078f46,130,116,6382,134.292042,81.659405,182.928148,exact-36790ecd55c2,near-a6fb97589b5b,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
7fdecbc9d19bd2d3efc9,test/images/17743470831906831.jpg,test,0,,,,,,,,8957b37d63e73d92e955a04b794e34c5047708a23de68cd927ef39f35b82e27e,4e8f1f3716078fc6,136,121,7098,131.379740,80.952245,237.466887,exact-67e9c3acebb1,near-a6fb97589b5b,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
c9c40d0d23a18eee7f6c,test/images/1774347083378104.jpg,test,0,,,,,,,,5dc71220435d76e8e446d0d45cafc9e825bb591acd08e733ec5212f8cd799549,cf9b1b0b4c0e0f8e,124,110,6190,145.546701,78.342908,274.395073,exact-9b871512327c,near-054758cb40f9,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
cf5eda160bddb48e7ee1,test/images/177434708380882.jpg,test,0,,,,,,,,d29b4a048d0b55f30302ab5c2024a12918d0775b946eee7d5a2901edb638fe0a,8f3637371f1f1f1f,112,99,4945,148.070166,74.649144,219.131244,exact-56f4da26ed95,near-d947a58d8bab,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
2bed734804c53b098606,test/images/17743470838419154.jpg,test,0,,,,,,,,c98cb98d62e7fbab365a101ecdd2dd417306d9caf93437517a507acddeb9e753,cf3337371f1f1f1f,112,99,4918,148.065115,74.036677,194.097435,exact-84a5092e4a5b,near-d947a58d8bab,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
cab1bc1714bd46d826ce,test/images/17743470838685725.jpg,test,0,,,,,,,,7d383deefa08a94d549796064b88b30a15d7e4bad1324d10db608999f7d11371,4fb736371f1f1f1f,121,108,5756,133.793771,78.516143,191.077699,exact-0e6523810856,near-d947a58d8bab,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
dec034a0a666a0459737,test/images/1774347084416312.jpg,test,0,,,,,,,,6f950a62be59d5e3c2794f1fc7efa0b44fc163986f6feda4750ad398ab6d42aa,cf1a1a1b4f0e0e8e,122,109,5709,118.955482,78.849178,178.627439,exact-8f1f64db81c4,near-054758cb40f9,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
8f56ce194f46b2f70d63,test/images/17743470846180217.jpg,test,0,,,,,,,,f6c0287e350a8224834c3a37ca5716f214c05c2af92a120d179f191ebf345332,cf5e9a1b4e0e1e8e,125,111,5783,120.636757,76.075822,173.867066,exact-dfe62e836a0a,near-054758cb40f9,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
7b83af62dd4777d40e88,test/images/1774347084647407.jpg,test,0,,,,,,,,39a3629b46d4d790a6295c4651f19e4cba3ebdbd27c211c6e7bfd37c5adf8fa3,8f8b9a1b2e0e0f8e,124,110,5561,122.787170,75.175179,175.395434,exact-9d693eeee1d1,near-054758cb40f9,quarantine,"MISSING_PROVENANCE:subject_id,session_id,clip_id,device_id"
